0.000029, 0.005828, 10
0.000030, 0.000037, 10
0.000203, 0.017373, 10
0.000671, 0.046768, 10
0.001402, 0.073075, 10
0.002454, 0.105227, 10
0.003886, 0.143226, 10
0.005757, 0.187071, 10
0.008125, 0.236761, 10
0.011047, 0.292298, 10
0.014584, 0.353680, 10
0.018793, 0.420908, 10
0.023704, 0.491058, 10
0.029316, 0.561209, 10
0.035630, 0.631359, 10
0.042645, 0.701509, 10
0.050361, 0.771658, 10
0.058779, 0.841807, 10
0.067899, 0.911955, 10
0.077720, 0.982103, 10
0.088242, 1.052250, 10
0.099466, 1.122397, 10
0.111392, 1.192543, 10
0.124019, 1.262689, 10
0.137347, 1.332834, 10
0.151377, 1.402978, 10
0.166108, 1.473121, 10
0.181541, 1.543263, 10
0.197675, 1.613405, 10
0.214510, 1.683545, 10
0.232047, 1.753685, 10
0.250285, 1.823824, 10
0.269225, 1.893961, 10
0.288866, 1.964098, 10
0.309208, 2.034233, 10
0.330252, 2.104368, 10
0.351997, 2.174501, 10
0.374443, 2.244633, 10
0.397591, 2.314763, 10
0.421440, 2.384893, 10
0.445990, 2.455021, 10
0.471241, 2.525147, 10
0.497194, 2.595272, 10
0.523848, 2.665396, 10
0.551203, 2.735518, 10
0.579260, 2.805639, 10
0.608017, 2.875758, 10
0.637476, 2.945876, 10
0.667636, 3.015991, 10
0.698497, 3.086105, 10
0.730059, 3.156218, 10
0.762322, 3.226328, 10
0.795287, 3.296437, 10
0.828952, 3.366544, 10
0.863319, 3.436649, 10
0.898386, 3.506752, 10
0.934155, 3.576853, 10
0.970624, 3.646953, 10
1.007795, 3.717050, 10
1.045666, 3.787145, 10
1.084239, 3.857237, 10
1.123512, 3.927328, 10
1.163486, 3.997416, 10
1.204161, 4.067503, 10
1.245537, 4.137586, 10
1.287614, 4.207668, 10
1.330391, 4.277747, 10
1.373869, 4.347824, 10
1.418048, 4.417898, 10
1.462928, 4.487970, 10
1.508508, 4.558039, 10
1.554790, 4.628106, 10
1.601771, 4.698170, 10
1.649454, 4.768232, 10
1.697836, 4.838290, 10
1.746920, 4.908346, 10
1.796704, 4.978400, 10
1.847188, 5.048450, 10
1.898373, 5.118498, 10
1.950259, 5.188543, 10
2.002845, 5.258584, 10
2.056131, 5.328623, 10
2.110117, 5.398659, 10
2.164804, 5.468692, 10
2.220192, 5.538721, 10
2.276279, 5.608748, 10
2.333067, 5.678771, 10
2.390555, 5.748792, 10
2.448743, 5.818809, 10
2.507631, 5.888822, 10
2.567219, 5.958833, 10
2.627508, 6.028840, 10
2.688496, 6.098843, 10
2.750185, 6.168843, 10
2.812573, 6.238840, 10
2.875661, 6.308833, 10
2.939450, 6.378823, 10
3.003938, 6.448809, 10
3.069126, 6.518791, 10
3.135013, 6.588770, 10
3.201601, 6.658745, 10
3.268888, 6.728716, 10
3.336875, 6.798683, 10
3.405561, 6.868647, 10
3.474947, 6.938607, 10
3.545033, 7.008562, 10
3.615818, 7.078514, 10
3.687303, 7.148462, 10
3.759487, 7.218406, 10
3.832370, 7.288345, 10
3.905953, 7.358281, 10
3.980235, 7.428212, 10
4.055216, 7.498140, 10
4.130897, 7.568063, 10
4.207277, 7.637981, 10
4.284356, 7.707896, 10
4.362134, 7.777806, 10
4.440611, 7.847712, 10
4.519787, 7.917613, 10
4.599662, 7.987510, 10
4.680236, 8.057402, 10
4.761509, 8.127290, 10
4.843481, 8.197173, 10
4.926151, 8.267051, 10
5.009521, 8.336925, 10
5.093589, 8.406794, 10
5.178355, 8.476658, 10
5.263820, 8.546518, 10
5.349984, 8.616373, 10
5.436846, 8.686223, 10
5.524407, 8.756068, 10
5.612666, 8.825908, 10
5.701623, 8.895743, 10
5.791279, 8.965573, 10
5.881633, 9.035398, 10
5.972685, 9.105218, 10
6.064436, 9.175032, 10
6.156884, 9.244842, 10
6.250031, 9.314646, 10
6.343875, 9.384445, 10
6.438417, 9.454239, 10
6.533658, 9.524027, 10
6.629596, 9.593811, 10
6.726203, 9.660670, 10
6.823419, 9.721690, 10
6.921188, 9.776869, 10
7.019450, 9.826209, 10
7.118147, 9.869711, 10
7.217221, 9.907374, 10
7.316613, 9.939200, 10
7.416265, 9.965189, 10
7.516118, 9.985341, 10
7.616115, 9.999658, 10
7.716196, 10.008140, 10
7.816304, 10.010787, 10
7.916409, 10.010518, 10
8.016512, 10.010248, 10
8.116612, 10.009978, 10
8.216709, 10.009709, 10
8.316803, 10.009439, 10
8.416895, 10.009170, 10
8.516984, 10.008900, 10
8.617070, 10.008630, 10
8.717154, 10.008361, 10
8.817235, 10.008091, 10
8.917313, 10.007821, 10
9.017388, 10.007552, 10
9.117461, 10.007282, 10
9.217531, 10.007013, 10
9.317599, 10.006743, 10
9.417663, 10.006473, 10
9.517726, 10.006204, 10
9.617785, 10.005934, 10
9.717842, 10.005665, 10
9.817895, 10.005395, 10
9.917947, 10.005125, 10
10.017995, 10.004856, 10
10.118041, 10.004586, 10
10.218084, 10.004316, 10
10.318125, 10.004047, 10
10.418163, 10.003777, 10
10.518198, 10.003508, 10
10.618230, 10.003238, 10
10.718260, 10.002968, 10
10.818287, 10.002699, 10
10.918311, 10.002429, 10
11.018333, 10.002160, 10
11.118351, 10.001890, 10
11.218368, 10.001620, 10
11.318381, 10.001351, 10
11.418392, 10.001081, 10
11.518400, 10.000812, 10
11.618406, 10.000542, 10
11.718408, 10.000272, 10
11.818408, 10.000003, 10
