0.000030, 0.006000, 10
0.000090, 0.006000, 10
0.000360, 0.027000, 10
0.000840, 0.048000, 10
0.001590, 0.075000, 10
0.002670, 0.108000, 10
0.004140, 0.147000, 10
0.006060, 0.192000, 10
0.008490, 0.243000, 10
0.011490, 0.300000, 10
0.015120, 0.363000, 10
0.019440, 0.432000, 10
0.024510, 0.507000, 10
0.030390, 0.588000, 10
0.037140, 0.675000, 10
0.044820, 0.768000, 10
0.053490, 0.867000, 10
0.063210, 0.972000, 10
0.074040, 1.083000, 10
0.086040, 1.200000, 10
0.099270, 1.323000, 10
0.113790, 1.452000, 10
0.129660, 1.587000, 10
0.146940, 1.728000, 10
0.165690, 1.875000, 10
0.185940, 2.025000, 10
0.207690, 2.175000, 10
0.230940, 2.325000, 10
0.255690, 2.475000, 10
0.281940, 2.625000, 10
0.309690, 2.775000, 10
0.338940, 2.925000, 10
0.369690, 3.075000, 10
0.401940, 3.225000, 10
0.435690, 3.375000, 10
0.470940, 3.525000, 10
0.507690, 3.675000, 10
0.545940, 3.825000, 10
0.585690, 3.975000, 10
0.626940, 4.125000, 10
0.669690, 4.275000, 10
0.713940, 4.425000, 10
0.759690, 4.575000, 10
0.806940, 4.725000, 10
0.855690, 4.875000, 10
0.905940, 5.025000, 10
0.957690, 5.175000, 10
1.010940, 5.325000, 10
1.065690, 5.475000, 10
1.121940, 5.625000, 10
1.179690, 5.775000, 10
1.238940, 5.925000, 10
1.299690, 6.075000, 10
1.361940, 6.225000, 10
1.425690, 6.375000, 10
1.490940, 6.525000, 10
1.557690, 6.675000, 10
1.625940, 6.825000, 10
1.695690, 6.975000, 10
1.766940, 7.125000, 10
1.839690, 7.275000, 10
1.913940, 7.425000, 10
1.989690, 7.575000, 10
2.066940, 7.725000, 10
2.145690, 7.875000, 10
2.225940, 8.025000, 10
2.307690, 8.175000, 10
2.390940, 8.325000, 10
2.475690, 8.475000, 10
2.561940, 8.625000, 10
2.649690, 8.775000, 10
2.738940, 8.925000, 10
2.829690, 9.075000, 10
2.921940, 9.225000, 10
3.015690, 9.375000, 10
3.110940, 9.525000, 10
3.207690, 9.675000, 10
3.305940, 9.825000, 10
3.405690, 9.975000, 10
3.506940, 10.125000, 10
3.609690, 10.275000, 10
3.713940, 10.425000, 10
3.819690, 10.575000, 10
3.926940, 10.725000, 10
4.035690, 10.875000, 10
4.145940, 11.025000, 10
4.257690, 11.175000, 10
4.370940, 11.325000, 10
4.485690, 11.475000, 10
4.601940, 11.625000, 10
4.719690, 11.775000, 10
4.838940, 11.925000, 10
4.959690, 12.075000, 10
5.081940, 12.225000, 10
5.205690, 12.375000, 10
5.330940, 12.525000, 10
5.457690, 12.675000, 10
5.585940, 12.825000, 10
5.715690, 12.975000, 10
5.846940, 13.125000, 10
5.979660, 13.272000, 10
6.113790, 13.413000, 10
6.249270, 13.548000, 10
6.386040, 13.677000, 10
6.524040, 13.800000, 10
6.663210, 13.917000, 10
6.803490, 14.028000, 10
6.944820, 14.133000, 10
7.087140, 14.232000, 10
7.230390, 14.325000, 10
